city,label,zipcode,dep_id,reg_id
montauriol,Montauriol,47330,47,75
montaut,Montaut,47210,47,75
montayral,Montayral,47500,47,75
montesquieu,Montesquieu,47130,47,75
monteton,Monteton,47120,47,75
montignac-de-lauzun,Montignac-de-Lauzun,47800,47,75
montignac-toupinerie,Montignac-Toupinerie,47350,47,75
montpezat,Montpezat,47360,47,75
montpouillan,Montpouillan,47200,47,75
monviel,Monviel,47290,47,75
moulinet,Moulinet,47290,47,75
moustier,Moustier,47800,47,75
nerac,Nérac,47600,47,75
nicole,Nicole,47190,47,75
nomdieu,Nomdieu,47600,47,75
pailloles,Pailloles,47440,47,75
pardaillan,Pardaillan,47120,47,75
parranquet,Parranquet,47210,47,75
le-passage,Le Passage,47520,47,75
paulhiac,Paulhiac,47150,47,75
penne-d-agenais,Penne-d'Agenais,47140,47,75
peyriere,Peyrière,47350,47,75
pinderes,Pindères,47700,47,75
pinel-hauterive,Pinel-Hauterive,47380,47,75
pompiey,Pompiey,47230,47,75
pompogne,Pompogne,47420,47,75
pont-du-casse,Pont-du-Casse,47480,47,75
port-sainte-marie,Port-Sainte-Marie,47130,47,75
poudenas,Poudenas,47170,47,75
poussignac,Poussignac,47700,47,75
prayssas,Prayssas,47360,47,75
puch-d-agenais,Puch-d'Agenais,47160,47,75
pujols,Pujols,47300,47,75
puymiclan,Puymiclan,47350,47,75
puymirol,Puymirol,47270,47,75
puysserampion,Puysserampion,47800,47,75
rayet,Rayet,47210,47,75
razimet,Razimet,47160,47,75
reaup-lisse,Réaup-Lisse,47170,47,75
la-reunion,La Réunion,47700,47,75
rives,Rives,47210,47,75
romestaing,Romestaing,47250,47,75
roquefort,Roquefort,47310,47,75
roumagne,Roumagne,47800,47,75
ruffiac,Ruffiac,47700,47,75
saint-antoine-de-ficalba,Saint-Antoine-de-Ficalba,47340,47,75
saint-astier,Saint-Astier,47120,47,75
saint-aubin,Saint-Aubin,47150,47,75
saint-avit,Saint-Avit,47350,47,75
saint-barthelemy-d-agenais,Saint-Barthélemy-d'Agenais,47350,47,75
sainte-bazeille,Sainte-Bazeille,47180,47,75
saint-caprais-de-lerm,Saint-Caprais-de-Lerm,47270,47,75
saint-colomb-de-lauzun,Saint-Colomb-de-Lauzun,47410,47,75
sainte-colombe-de-duras,Sainte-Colombe-de-Duras,47120,47,75
sainte-colombe-de-villeneuve,Sainte-Colombe-de-Villeneuve,47300,47,75
sainte-colombe-en-bruilhois,Sainte-Colombe-en-Bruilhois,47310,47,75
saint-etienne-de-fougeres,Saint-Étienne-de-Fougères,47380,47,75
saint-etienne-de-villereal,Saint-Étienne-de-Villeréal,47210,47,75
saint-eutrope-de-born,Saint-Eutrope-de-Born,47210,47,75
saint-front-sur-lemance,Saint-Front-sur-Lémance,47500,47,75
sainte-gemme-martaillac,Sainte-Gemme-Martaillac,47250,47,75
saint-geraud,Saint-Géraud,47120,47,75
saint-hilaire-de-lusignan,Saint-Hilaire-de-Lusignan,47450,47,75
saint-jean-de-duras,Saint-Jean-de-Duras,47120,47,75
saint-jean-de-thurac,Saint-Jean-de-Thurac,47270,47,75
saint-laurent,Saint-Laurent,47130,47,75
saint-leger,Saint-Léger,47160,47,75
saint-leon,Saint-Léon,47160,47,75
sainte-livrade-sur-lot,Sainte-Livrade-sur-Lot,47110,47,75
sainte-marthe,Sainte-Marthe,47430,47,75
saint-martin-curton,Saint-Martin-Curton,47700,47,75
saint-martin-de-beauville,Saint-Martin-de-Beauville,47270,47,75
saint-martin-de-villereal,Saint-Martin-de-Villeréal,47210,47,75
saint-martin-petit,Saint-Martin-Petit,47180,47,75
sainte-maure-de-peyriac,Sainte-Maure-de-Peyriac,47170,47,75
saint-maurice-de-lestapel,Saint-Maurice-de-Lestapel,47290,47,75
saint-maurin,Saint-Maurin,47270,47,75
saint-nicolas-de-la-balerme,Saint-Nicolas-de-la-Balerme,47220,47,75
saint-pardoux-du-breuil,Saint-Pardoux-du-Breuil,47200,47,75
saint-pardoux-isaac,Saint-Pardoux-Isaac,47800,47,75
saint-pastour,Saint-Pastour,47290,47,75
saint-pe-saint-simon,Saint-Pé-Saint-Simon,47170,47,75
saint-pierre-de-buzet,Saint-Pierre-de-Buzet,47160,47,75
saint-pierre-de-clairac,Saint-Pierre-de-Clairac,47270,47,75
saint-pierre-sur-dropt,Saint-Pierre-sur-Dropt,47120,47,75
saint-quentin-du-dropt,Saint-Quentin-du-Dropt,47330,47,75
saint-robert,Saint-Robert,47340,47,75
saint-romain-le-noble,Saint-Romain-le-Noble,47270,47,75
saint-salvy,Saint-Salvy,47360,47,75
saint-sardos,Saint-Sardos,47360,47,75
saint-sauveur-de-meilhan,Saint-Sauveur-de-Meilhan,47180,47,75
saint-sernin,Saint-Sernin,47120,47,75
saint-sixte,Saint-Sixte,47220,47,75
saint-sylvestre-sur-lot,Saint-Sylvestre-sur-Lot,47140,47,75
saint-urcisse,Saint-Urcisse,47270,47,75
saint-vincent-de-lamontjoie,Saint-Vincent-de-Lamontjoie,47310,47,75
saint-vite,Saint-Vite,47500,47,75
salles,Salles,47150,47,75
samazan,Samazan,47250,47,75
saumejan,Sauméjan,47420,47,75
saumont,Saumont,47600,47,75
sauvagnas,Sauvagnas,47340,47,75
la-sauvetat-de-saveres,La Sauvetat-de-Savères,47270,47,75
la-sauvetat-du-dropt,La Sauvetat-du-Dropt,47800,47,75
la-sauvetat-sur-lede,La Sauvetat-sur-Lède,47150,47,75
sauveterre-la-lemance,Sauveterre-la-Lémance,47500,47,75
sauveterre-saint-denis,Sauveterre-Saint-Denis,47220,47,75
savignac-de-duras,Savignac-de-Duras,47120,47,75
savignac-sur-leyze,Savignac-sur-Leyze,47150,47,75
segalas,Ségalas,47410,47,75
sembas,Sembas,47360,47,75
senestis,Sénestis,47430,47,75
serignac-peboudou,Sérignac-Péboudou,47410,47,75
serignac-sur-garonne,Sérignac-sur-Garonne,47310,47,75
seyches,Seyches,47350,47,75
sos,Sos,47170,47,75
soumensac,Soumensac,47120,47,75
taillebourg,Taillebourg,47200,47,75
tayrac,Tayrac,47270,47,75
le-temple-sur-lot,Le Temple-sur-Lot,47110,47,75
thezac,Thézac,47370,47,75
thouars-sur-garonne,Thouars-sur-Garonne,47230,47,75
tombeboeuf,Tombebœuf,47380,47,75
tonneins,Tonneins,47400,47,75
tourliac,Tourliac,47210,47,75
tournon-d-agenais,Tournon-d'Agenais,47370,47,75
tourtres,Tourtrès,47380,47,75
tremons,Trémons,47140,47,75
trentels,Trentels,47140,47,75
vares,Varès,47400,47,75
verteuil-d-agenais,Verteuil-d'Agenais,47260,47,75
vianne,Vianne,47230,47,75
villebramar,Villebramar,47380,47,75
villefranche-du-queyran,Villefranche-du-Queyran,47160,47,75
villeneuve-de-duras,Villeneuve-de-Duras,47120,47,75
villeneuve-sur-lot,Villeneuve-sur-Lot,47300,47,75
villereal,Villeréal,47210,47,75
villeton,Villeton,47400,47,75
virazeil,Virazeil,47200,47,75
xaintrailles,Xaintrailles,47230,47,75
saint-georges,Saint-Georges,47370,47,75
albaret-le-comtal,Albaret-le-Comtal,48310,48,76
albaret-sainte-marie,Albaret-Sainte-Marie,48200,48,76
allenc,Allenc,48190,48,76
altier,Altier,48800,48,76
antrenas,Antrenas,48100,48,76
arzenc-d-apcher,Arzenc-d'Apcher,48310,48,76
arzenc-de-randon,Arzenc-de-Randon,48170,48,76
peyre-en-aubrac,Peyre en Aubrac,48130,48,76
auroux,Auroux,48600,48,76
les-monts-verts,Les Monts-Verts,48200,48,76
badaroux,Badaroux,48000,48,76
pied-de-borne,Pied-de-Borne,48800,48,76
balsieges,Balsièges,48000,48,76
banassac-canilhac,Banassac-Canilhac,48500,48,76
barjac,Barjac,48000,48,76
barre-des-cevennes,Barre-des-Cévennes,48400,48,76
bassurels,Bassurels,48400,48,76
la-bastide-puylaurent,La Bastide-Puylaurent,48250,48,76
les-bessons,Les Bessons,48200,48,76
blavignac,Blavignac,48200,48,76
mont-lozere-et-goulet,Mont Lozère et Goulet,48190,48,76
les-bondons,Les Bondons,48400,48,76
le-born,Le Born,48000,48,76
brenoux,Brenoux,48000,48,76
brion,Brion,48310,48,76
le-buisson,Le Buisson,48100,48,76
la-canourgue,La Canourgue,48500,48,76
cassagnas,Cassagnas,48400,48,76
chadenet,Chadenet,48190,48,76
bel-air-val-d-ance,Bel-Air-Val-d'Ance,48600,48,76
chanac,Chanac,48230,48,76
chastanier,Chastanier,48300,48,76
chastel-nouvel,Chastel-Nouvel,48000,48,76
chateauneuf-de-randon,Châteauneuf-de-Randon,48170,48,76
chauchailles,Chauchailles,48310,48,76
chaudeyrac,Chaudeyrac,48170,48,76
chaulhac,Chaulhac,48140,48,76
cheylard-l-eveque,Cheylard-l'Évêque,48300,48,76
bedoues-cocures,Bédouès-Cocurès,48400,48,76
le-collet-de-deze,Le Collet-de-Dèze,48160,48,76
cubieres,Cubières,48190,48,76
cubierettes,Cubiérettes,48190,48,76
cultures,Cultures,48230,48,76
esclanedes,Esclanèdes,48230,48,76
la-fage-montivernoux,La Fage-Montivernoux,48310,48,76
la-fage-saint-julien,La Fage-Saint-Julien,48200,48,76
florac-trois-rivieres,Florac Trois Rivières,48400,48,76
fontans,Fontans,48700,48,76
fournels,Fournels,48310,48,76
fraissinet-de-fourques,Fraissinet-de-Fourques,48400,48,76
gabriac,Gabriac,48110,48,76
gabrias,Gabrias,48100,48,76
gatuzieres,Gatuzières,48150,48,76
grandrieu,Grandrieu,48600,48,76
grandvals,Grandvals,48260,48,76
grezes,Grèzes,48100,48,76
les-hermaux,Les Hermaux,48340,48,76
hures-la-parade,Hures-la-Parade,48150,48,76
ispagnac,Ispagnac,48320,48,76
julianges,Julianges,48140,48,76
lajo,Lajo,48120,48,76
langogne,Langogne,48300,48,76
lanuejols,Lanuéjols,48000,48,76
laubert,Laubert,48170,48,76
les-laubies,Les Laubies,48700,48,76
laval-du-tarn,Laval-du-Tarn,48500,48,76
luc,Luc,48250,48,76
prinsuejols-malbouzon,Prinsuéjols-Malbouzon,48270,48,76
la-malene,La Malène,48210,48,76
le-malzieu-forain,Le Malzieu-Forain,48140,48,76
le-malzieu-ville,Le Malzieu-Ville,48140,48,76
marchastel,Marchastel,48260,48,76
marvejols,Marvejols,48100,48,76
massegros-causses-gorges,Massegros Causses Gorges,48500,48,76
mende,Mende,48000,48,76
meyrueis,Meyrueis,48150,48,76
moissac-vallee-francaise,Moissac-Vallée-Française,48110,48,76
molezon,Molezon,48110,48,76
bourgs-sur-colagne,Bourgs sur Colagne,48100,48,76
montbel,Montbel,48170,48,76
montrodat,Montrodat,48100,48,76
nasbinals,Nasbinals,48260,48,76
naussac-fontanes,Naussac-Fontanes,48300,48,76
noalhac,Noalhac,48310,48,76
palhers,Palhers,48100,48,76
la-panouse,La Panouse,48600,48,76
paulhac-en-margeride,Paulhac-en-Margeride,48140,48,76
pelouse,Pelouse,48000,48,76
pierrefiche,Pierrefiche,48300,48,76
le-pompidou,Le Pompidou,48110,48,76
pont-de-montvert---sud-mont-lozere,Pont de Montvert - Sud Mont Lozère,48220,48,76
pourcharesses,Pourcharesses,48800,48,76
prevencheres,Prévenchères,48800,48,76
prunieres,Prunières,48200,48,76
recoules-d-aubrac,Recoules-d'Aubrac,48260,48,76
recoules-de-fumas,Recoules-de-Fumas,48100,48,76
lachamp-ribennes,Lachamp-Ribennes,48100,48,76
monts-de-randon,Monts-de-Randon,48700,48,76
rimeize,Rimeize,48200,48,76
rocles,Rocles,48300,48,76
rousses,Rousses,48400,48,76
le-rozier,Le Rozier,48150,48,76
saint-alban-sur-limagnole,Saint-Alban-sur-Limagnole,48120,48,76
saint-andre-capceze,Saint-André-Capcèze,48800,48,76
saint-andre-de-lancize,Saint-André-de-Lancize,48240,48,76
saint-bauzile,Saint-Bauzile,48000,48,76
saint-bonnet-de-chirac,Saint-Bonnet-de-Chirac,48100,48,76
saint-bonnet-laval,Saint Bonnet-Laval,48600,48,76
saint-chely-d-apcher,Saint-Chély-d'Apcher,48200,48,76
mas-saint-chely,Mas-Saint-Chély,48210,48,76
sainte-croix-vallee-francaise,Sainte-Croix-Vallée-Française,48110,48,76
saint-denis-en-margeride,Saint-Denis-en-Margeride,48700,48,76
gorges-du-tarn-causses,Gorges du Tarn Causses,48210,48,76
saint-etienne-du-valdonnez,Saint-Étienne-du-Valdonnez,48000,48,76
saint-etienne-vallee-francaise,Saint-Étienne-Vallée-Française,48330,48,76
sainte-eulalie,Sainte-Eulalie,48120,48,76
saint-flour-de-mercoire,Saint-Flour-de-Mercoire,48300,48,76
saint-frezal-d-albuges,Saint-Frézal-d'Albuges,48170,48,76
ventalon-en-cevennes,Ventalon en Cévennes,48160,48,76
saint-gal,Saint-Gal,48700,48,76
saint-germain-de-calberte,Saint-Germain-de-Calberte,48370,48,76
saint-germain-du-teil,Saint-Germain-du-Teil,48340,48,76
sainte-helene,Sainte-Hélène,48190,48,76
saint-hilaire-de-lavit,Saint-Hilaire-de-Lavit,48160,48,76
saint-jean-la-fouillouse,Saint-Jean-la-Fouillouse,48170,48,76
saint-juery,Saint-Juéry,48310,48,76
saint-julien-des-points,Saint-Julien-des-Points,48160,48,76
saint-laurent-de-muret,Saint-Laurent-de-Muret,48100,48,76
cans-et-cevennes,Cans et Cévennes,48400,48,76
saint-laurent-de-veyres,Saint-Laurent-de-Veyrès,48310,48,76
saint-leger-de-peyre,Saint-Léger-de-Peyre,48100,48,76
saint-leger-du-malzieu,Saint-Léger-du-Malzieu,48140,48,76
saint-martin-de-boubaux,Saint-Martin-de-Boubaux,48160,48,76
saint-martin-de-lansuscle,Saint-Martin-de-Lansuscle,48110,48,76
saint-michel-de-deze,Saint-Michel-de-Dèze,48160,48,76
saint-paul-le-froid,Saint-Paul-le-Froid,48600,48,76
saint-pierre-de-nogaret,Saint-Pierre-de-Nogaret,48340,48,76
saint-pierre-des-tripiers,Saint-Pierre-des-Tripiers,48150,48,76
saint-pierre-le-vieux,Saint-Pierre-le-Vieux,48200,48,76
saint-privat-de-vallongue,Saint-Privat-de-Vallongue,48240,48,76
saint-privat-du-fau,Saint-Privat-du-Fau,48140,48,76
saint-saturnin,Saint-Saturnin,48500,48,76
saint-sauveur-de-ginestoux,Saint-Sauveur-de-Ginestoux,48170,48,76
les-salelles,Les Salelles,48230,48,76
les-salces,Les Salces,48100,48,76
serverette,Serverette,48700,48,76
termes,Termes,48310,48,76
la-tieule,La Tieule,48500,48,76
trelans,Trélans,48340,48,76
vebron,Vebron,48400,48,76
vialas,Vialas,48220,48,76
villefort,Villefort,48800,48,76
allonnes,Allonnes,49650,49,52
tuffalun,Tuffalun,49700,49,52
angers,Angers,49000,49,52
angrie,Angrie,49440,49,52
antoigne,Antoigné,49260,49,52
armaille,Armaillé,49420,49,52
artannes-sur-thouet,Artannes-sur-Thouet,49260,49,52
aubigne-sur-layon,Aubigné-sur-Layon,49540,49,52
avrille,Avrillé,49240,49,52
barace,Baracé,49430,49,52
bauge-en-anjou,Baugé-en-Anjou,49150,49,52
beaucouze,Beaucouzé,49070,49,52
beaufort-en-anjou,Beaufort-en-Anjou,49250,49,52
beaulieu-sur-layon,Beaulieu-sur-Layon,49750,49,52
beaupreau-en-mauges,Beaupréau-en-Mauges,49600,49,52
becon-les-granits,Bécon-les-Granits,49370,49,52
begrolles-en-mauges,Bégrolles-en-Mauges,49122,49,52
behuard,Béhuard,49170,49,52
blaison-saint-sulpice,Blaison-Saint-Sulpice,49320,49,52
blou,Blou,49160,49,52
bouchemaine,Bouchemaine,49080,49,52
bouille-menard,Bouillé-Ménard,49520,49,52
bourg-l-eveque,Bourg-l'Évêque,49520,49,52
brain-sur-allonnes,Brain-sur-Allonnes,49650,49,52
la-breille-les-pins,La Breille-les-Pins,49390,49,52
briollay,Briollay,49125,49,52
brissac-loire-aubance,Brissac Loire Aubance,49320,49,52
brossay,Brossay,49700,49,52
cande,Candé,49440,49,52
cantenay-epinard,Cantenay-Épinard,49460,49,52
carbay,Carbay,49420,49,52
cernusson,Cernusson,49310,49,52
les-cerqueux,Les Cerqueux,49360,49,52
bellevigne-les-chateaux,Bellevigne-les-Châteaux,49400,49,52
challain-la-potherie,Challain-la-Potherie,49440,49,52
chalonnes-sur-loire,Chalonnes-sur-Loire,49290,49,52
chambellay,Chambellay,49220,49,52
chenille-champteusse,Chenillé-Champteussé,49220,49,52
champtoce-sur-loire,Champtocé-sur-Loire,49123,49,52
oree-d-anjou,Orée d'Anjou,49270,49,52
chanteloup-les-bois,Chanteloup-les-Bois,49340,49,52
la-chapelle-saint-laud,La Chapelle-Saint-Laud,49140,49,52
les-hauts-d-anjou,Les Hauts-d'Anjou,49330,49,52
chaudefonds-sur-layon,Chaudefonds-sur-Layon,49290,49,52
terranjou,Terranjou,49380,49,52
chaze-sur-argos,Chazé-sur-Argos,49500,49,52
cheffes,Cheffes,49125,49,52
chemille-en-anjou,Chemillé-en-Anjou,49120,49,52
cholet,Cholet,49300,49,52
cizay-la-madeleine,Cizay-la-Madeleine,49700,49,52
clere-sur-layon,Cléré-sur-Layon,49560,49,52
cornille-les-caves,Cornillé-les-Caves,49140,49,52
coron,Coron,49690,49,52
corze,Corzé,49140,49,52
le-coudray-macouard,Le Coudray-Macouard,49260,49,52
courchamps,Courchamps,49260,49,52
courleon,Courléon,49390,49,52
denee,Denée,49190,49,52
deneze-sous-doue,Dénezé-sous-Doué,49700,49,52
distre,Distré,49400,49,52
doue-en-anjou,Doué-en-Anjou,49700,49,52
durtal,Durtal,49430,49,52
ecouflant,Écouflant,49000,49,52
ecuille,Écuillé,49460,49,52
epieds,Épieds,49260,49,52
etriche,Étriché,49330,49,52
feneu,Feneu,49460,49,52
les-bois-d-anjou,Les Bois d'Anjou,49250,49,52
fontevraud-l-abbaye,Fontevraud-l'Abbaye,49590,49,52
grez-neuville,Grez-Neuville,49220,49,52
ingrandes-le-fresne-sur-loire,Ingrandes-le-Fresne-sur-Loire,49123,49,52
la-jaille-yvon,La Jaille-Yvon,49220,49,52
jarze-villages,Jarzé Villages,49140,49,52
les-garennes-sur-loire,Les Garennes sur Loire,49320,49,52
juvardeil,Juvardeil,49330,49,52
la-lande-chasles,La Lande-Chasles,49150,49,52
huille-lezigne,Huillé-Lézigné,49430,49,52
le-lion-d-angers,Le Lion-d'Angers,49220,49,52
loire,Loiré,49440,49,52
longue-jumelles,Longué-Jumelles,49160,49,52
louresse-rochemenier,Louresse-Rochemenier,49700,49,52
val-d-erdre-auxence,Val d'Erdre-Auxence,49370,49,52
marce,Marcé,49140,49,52
maulevrier,Maulévrier,49360,49,52
le-may-sur-evre,Le May-sur-Èvre,49122,49,52
maze-milon,Mazé-Milon,49140,49,52
mazieres-en-mauges,Mazières-en-Mauges,49280,49,52
longuenee-en-anjou,Longuenée-en-Anjou,49770,49,52
la-menitre,La Ménitré,49250,49,52
mire,Miré,49330,49,52
montigne-les-rairies,Montigné-lès-Rairies,49430,49,52
montilliers,Montilliers,49310,49,52
montreuil-juigne,Montreuil-Juigné,49460,49,52
montreuil-bellay,Montreuil-Bellay,49260,49,52
montreuil-sur-loir,Montreuil-sur-Loir,49140,49,52
montreuil-sur-maine,Montreuil-sur-Maine,49220,49,52
montrevault-sur-evre,Montrevault-sur-Èvre,49110,49,52
montsoreau,Montsoreau,49730,49,52
morannes-sur-sarthe-daumeray,Morannes sur Sarthe-Daumeray,49640,49,52
mouliherne,Mouliherne,49390,49,52
moze-sur-louet,Mozé-sur-Louet,49610,49,52
murs-erigne,Mûrs-Erigné,49610,49,52
neuille,Neuillé,49680,49,52
noyant-villages,Noyant-Villages,49490,49,52
nuaille,Nuaillé,49340,49,52
parnay,Parnay,49730,49,52
passavant-sur-layon,Passavant-sur-Layon,49560,49,52
la-pellerine,La Pellerine,49490,49,52
la-plaine,La Plaine,49360,49,52
le-plessis-grammoire,Le Plessis-Grammoire,49124,49,52
mauges-sur-loire,Mauges-sur-Loire,49410,49,52
les-ponts-de-ce,Les Ponts-de-Cé,49130,49,52
la-possonniere,La Possonnière,49170,49,52
ombree-d-anjou,Ombrée d'Anjou,49420,49,52
le-puy-notre-dame,Le Puy-Notre-Dame,49260,49,52
les-rairies,Les Rairies,49430,49,52
rochefort-sur-loire,Rochefort-sur-Loire,49190,49,52
la-romagne,La Romagne,49740,49,52
gennes-val-de-loire,Gennes-Val-de-Loire,49350,49,52
rou-marson,Rou-Marson,49400,49,52
saint-augustin-des-bois,Saint-Augustin-des-Bois,49170,49,52
saint-barthelemy-d-anjou,Saint-Barthélemy-d'Anjou,49124,49,52
saint-christophe-du-bois,Saint-Christophe-du-Bois,49280,49,52
saint-clement-de-la-place,Saint-Clément-de-la-Place,49370,49,52
saint-clement-des-levees,Saint-Clément-des-Levées,49350,49,52
sainte-gemmes-sur-loire,Sainte-Gemmes-sur-Loire,49130,49,52
saint-georges-sur-loire,Saint-Georges-sur-Loire,49170,49,52
saint-germain-des-pres,Saint-Germain-des-Prés,49170,49,52
saint-jean-de-la-croix,Saint-Jean-de-la-Croix,49130,49,52
saint-just-sur-dive,Saint-Just-sur-Dive,49260,49,52
val-du-layon,Val-du-Layon,49750,49,52
saint-lambert-la-potherie,Saint-Lambert-la-Potherie,49070,49,52
saint-leger-de-linieres,Saint-Léger-de-Linières,49070,49,52
saint-leger-sous-cholet,Saint-Léger-sous-Cholet,49280,49,52
sevremoine,Sèvremoine,49450,49,52
saint-macaire-du-bois,Saint-Macaire-du-Bois,49260,49,52
saint-martin-du-fouilloux,Saint-Martin-du-Fouilloux,49170,49,52
loire-authion,Loire-Authion,49250,49,52
saint-melaine-sur-aubance,Saint-Melaine-sur-Aubance,49610,49,52
saint-paul-du-bois,Saint-Paul-du-Bois,49310,49,52
saint-philbert-du-peuple,Saint-Philbert-du-Peuple,49160,49,52
verrieres-en-anjou,Verrières-en-Anjou,49480,49,52
sarrigne,Sarrigné,49800,49,52
saumur,Saumur,49400,49,52
savennieres,Savennières,49170,49,52
sceaux-d-anjou,Sceaux-d'Anjou,49330,49,52
segre-en-anjou-bleu,Segré-en-Anjou Bleu,49500,49,52
la-seguiniere,La Séguinière,49280,49,52
seiches-sur-le-loir,Seiches-sur-le-Loir,49140,49,52
sermaise,Sermaise,49140,49,52
somloire,Somloire,49360,49,52
soulaines-sur-aubance,Soulaines-sur-Aubance,49610,49,52
soulaire-et-bourg,Soulaire-et-Bourg,49460,49,52
souzay-champigny,Souzay-Champigny,49400,49,52
la-tessoualle,La Tessoualle,49280,49,52
thorigne-d-anjou,Thorigné-d'Anjou,49220,49,52
bellevigne-en-layon,Bellevigne-en-Layon,49380,49,52
tierce,Tiercé,49125,49,52
toutlemonde,Toutlemonde,49360,49,52
trelaze,Trélazé,49800,49,52
trementines,Trémentines,49340,49,52
turquant,Turquant,49730,49,52
les-ulmes,Les Ulmes,49700,49,52
varennes-sur-loire,Varennes-sur-Loire,49730,49,52
varrains,Varrains,49400,49,52
vaudelnay,Vaudelnay,49260,49,52
erdre-en-anjou,Erdre-en-Anjou,49220,49,52
vernantes,Vernantes,49390,49,52
vernoil-le-fourrier,Vernoil-le-Fourrier,49390,49,52
verrie,Verrie,49400,49,52
vezins,Vezins,49340,49,52
lys-haut-layon,Lys-Haut-Layon,49310,49,52
villebernier,Villebernier,49400,49,52
rives-du-loir-en-anjou,Rives-du-Loir-en-Anjou,49140,49,52
vivy,Vivy,49680,49,52
yzernay,Yzernay,49360,49,52
agneaux,Agneaux,50180,50,28
agon-coutainville,Agon-Coutainville,50230,50,28
airel,Airel,50680,50,28
amigny,Amigny,50620,50,28
anctoville-sur-boscq,Anctoville-sur-Boscq,50400,50,28
anneville-en-saire,Anneville-en-Saire,50760,50,28
appeville,Appeville,50500,50,28
aucey-la-plaine,Aucey-la-Plaine,50170,50,28
audouville-la-hubert,Audouville-la-Hubert,50480,50,28
aumeville-lestre,Aumeville-Lestre,50630,50,28
auvers,Auvers,50500,50,28
auxais,Auxais,50500,50,28
avranches,Avranches,50300,50,28
azeville,Azeville,50310,50,28
bacilly,Bacilly,50530,50,28
la-baleine,La Baleine,50450,50,28
barenton,Barenton,50720,50,28
barfleur,Barfleur,50760,50,28
barneville-carteret,Barneville-Carteret,50270,50,28
la-barre-de-semilly,La Barre-de-Semilly,50810,50,28
baubigny,Baubigny,50270,50,28
baudre,Baudre,50000,50,28
baupte,Baupte,50500,50,28
beauchamps,Beauchamps,50320,50,28
beaucoudray,Beaucoudray,50420,50,28
beauficel,Beauficel,50150,50,28
la-hague,La Hague,50440,50,28
beauvoir,Beauvoir,50170,50,28
belval,Belval,50210,50,28
benoitville,Benoîtville,50340,50,28
berigny,Bérigny,50810,50,28
beslon,Beslon,50800,50,28
besneville,Besneville,50390,50,28
beuvrigny,Beuvrigny,50420,50,28
beuzeville-la-bastille,Beuzeville-la-Bastille,50360,50,28
bieville,Biéville,50160,50,28
biniville,Biniville,50390,50,28
blainville-sur-mer,Blainville-sur-Mer,50560,50,28
blosville,Blosville,50480,50,28
la-bloutiere,La Bloutière,50800,50,28
boisyvon,Boisyvon,50800,50,28
la-bonneville,La Bonneville,50360,50,28
jullouville,Jullouville,50610,50,28
bourguenolles,Bourguenolles,50800,50,28
boutteville,Boutteville,50480,50,28
brainville,Brainville,50200,50,28
brecey,Brécey,50370,50,28
brehal,Bréhal,50290,50,28
bretteville,Bretteville,50110,50,28
bretteville-sur-ay,Bretteville-sur-Ay,50430,50,28
breuville,Breuville,50260,50,28
breville-sur-mer,Bréville-sur-Mer,50290,50,28
bricquebec-en-cotentin,Bricquebec-en-Cotentin,50260,50,28
bricquebosq,Bricquebosq,50340,50,28
bricqueville-la-blouette,Bricqueville-la-Blouette,50200,50,28
bricqueville-sur-mer,Bricqueville-sur-Mer,50290,50,28
brillevast,Brillevast,50330,50,28
brix,Brix,50700,50,28
brouains,Brouains,50150,50,28
buais-les-monts,Buais-Les-Monts,50640,50,28
cambernon,Cambernon,50200,50,28
cametours,Cametours,50570,50,28
camprond,Camprond,50210,50,28
canisy,Canisy,50750,50,28
canteloup,Canteloup,50330,50,28
canville-la-rocque,Canville-la-Rocque,50580,50,28
carantilly,Carantilly,50570,50,28
carentan-les-marais,Carentan-les-Marais,50500,50,28
carneville,Carneville,50330,50,28
carolles,Carolles,50740,50,28
catteville,Catteville,50390,50,28
cavigny,Cavigny,50620,50,28
ceaux,Céaux,50220,50,28
cerences,Cérences,50510,50,28
cerisy-la-foret,Cerisy-la-Forêt,50680,50,28
cerisy-la-salle,Cerisy-la-Salle,50210,50,28
la-chaise-baudouin,La Chaise-Baudouin,50370,50,28
le-grippon,Le Grippon,50320,50,28
champeaux,Champeaux,50530,50,28
champrepus,Champrepus,50800,50,28
chanteloup,Chanteloup,50510,50,28
la-chapelle-cecelin,La Chapelle-Cécelin,50800,50,28
la-chapelle-uree,La Chapelle-Urée,50370,50,28
chavoy,Chavoy,50870,50,28
cherbourg-en-cotentin,Cherbourg-en-Cotentin,50110,50,28
cherence-le-heron,Chérencé-le-Héron,50800,50,28
clitourps,Clitourps,50330,50,28
la-colombe,La Colombe,50800,50,28
colomby,Colomby,50700,50,28
conde-sur-vire,Condé-sur-Vire,50890,50,28
vicq-sur-mer,Vicq-sur-Mer,50330,50,28
coudeville-sur-mer,Coudeville-sur-Mer,50290,50,28
coulouvray-boisbenatre,Coulouvray-Boisbenâtre,50670,50,28
courcy,Courcy,50200,50,28
courtils,Courtils,50220,50,28
coutances,Coutances,50200,50,28
couvains,Couvains,50680,50,28
couville,Couville,50690,50,28
crasville,Crasville,50630,50,28
creances,Créances,50710,50,28
les-cresnays,Les Cresnays,50370,50,28
crollon,Crollon,50220,50,28
crosville-sur-douve,Crosville-sur-Douve,50360,50,28
cuves,Cuves,50670,50,28
dangy,Dangy,50750,50,28
